word,start,end,duration,rms_mean,zcr_mean,mfcc_0_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,label
 studied,2208.84,2209.32,0.48,0.04324955,0.266967773,-228.66205,54.06565,6.5332203,4.9640656,9.164792,2.4207969,-28.88848,2.6524134,-15.484655,2.1432908,-4.871579,-13.659989,-3.6921031,-1
 they,2209.32,2211.4,2.08,0.02629787,0.210205078,-415.79782,56.68394,-7.121506,12.588966,10.310384,0.38251263,-7.978033,-7.030587,-2.9918609,-2.244561,-5.980807,-4.9106536,-0.4048511,-1
 changed,2211.4,2212.04,0.64,0.105310954,0.104771205,-191.76562,70.92324,-0.9514443,55.98271,-15.93159,-27.666214,-9.841067,1.4235171,-20.488714,-14.608074,0.2891333,-10.759038,-11.933306,-1
 there,2212.04,2212.3,0.26,0.10032788,0.197319878,-200.68669,48.604397,8.820524,42.688347,2.984925,-4.588944,-18.715563,-16.559635,-4.4294586,-9.591459,-13.71607,-3.8455963,-7.0092216,-1
 were,2212.3,2212.44,0.14,0.12411268,0.032226563,-194.5467,175.01956,-12.779417,0.5802541,-25.694859,-16.141895,8.636175,-16.39361,-26.197535,-27.664673,-8.3411,-4.0994797,-10.10179,-1
 many,2212.44,2212.8,0.36,0.11330386,0.053833008,-189.61418,122.06196,-21.110558,29.441,-9.37748,-26.872168,-30.908213,-4.0106435,-20.924004,-27.969149,0.42652616,-7.929235,-7.7421823,-1
 instances,2212.8,2213.4,0.6,0.07455127,0.253495066,-224.67615,42.45761,35.20816,17.971155,4.9144816,-12.838993,-19.161964,-1.8755921,-28.407532,-7.757801,-4.221602,-21.8225,-10.122072,-1
 where,2213.4,2213.92,0.52,0.1143044,0.109633502,-181.6349,83.47791,-14.797839,22.22512,9.400378,-20.661106,-24.602543,-8.990745,-11.693956,-14.605163,-6.9716825,-10.859566,0.12267814,-1
 my,2214.44,2215.46,1.02,0.05017379,0.187927246,-392.44684,72.519325,-4.700986,6.673113,-1.6837516,-1.7278546,-2.7940416,0.43316558,-8.816642,-7.845001,-0.55635214,-5.060844,-8.780164,-1
 my,2215.46,2216.48,1.02,0.045394033,0.140548706,-315.2724,85.471405,-2.9093428,30.120968,-2.936047,-0.72262216,-5.94183,0.94517386,-2.8192458,-7.8297663,-0.9425214,-4.8508925,-7.2825675,-1
 wife,2216.48,2216.86,0.38,0.15203196,0.055948893,-169.57433,157.7309,-9.521037,-23.800138,-27.833689,-18.18198,-17.193533,0.4975511,-19.458252,-5.548388,-2.3715057,-10.32561,-8.281209,-1
 would,2216.86,2217.36,0.5,0.0700506,0.161132813,-249.26155,100.01289,0.8755665,12.023763,-14.587172,-3.2189093,-10.007345,-2.8155055,-15.735128,-14.5049305,-2.435005,-12.145742,-11.998742,-1
 help,2217.36,2218.04,0.68,0.058119785,0.179931641,-342.44308,74.654045,-13.160459,9.626708,-1.7794117,-11.811685,-3.5132196,-0.92071724,-2.0789921,-1.507082,-2.0792594,-4.011871,4.425487,-1
 out,2218.04,2218.54,0.5,0.09696994,0.093200684,-251.66031,143.94173,-5.3302174,-19.897158,-11.3136425,-7.166971,0.31344208,-5.6009154,-17.825117,-3.4713042,3.5112932,3.463755,-9.48759,-1
 make,2218.54,2219.94,1.4,0.030872654,0.228293679,-422.88782,48.067398,4.5482845,23.739819,3.8481576,-2.5337553,-6.1874924,-1.4064078,-5.5012236,-3.8508606,-3.1896398,-3.926741,-2.9578645,-1
 telephone,2219.94,2220.52,0.58,0.057442546,0.146664268,-256.36795,78.119446,-8.21358,23.455221,-0.6922232,-9.640199,-9.851341,-5.734087,-14.3609085,-5.8471045,1.4918762,-4.4687862,-3.4351215,-1
 calls,2220.52,2221.18,0.66,0.08430052,0.088448661,-281.1719,136.16934,8.955886,-2.2590854,-28.101467,-22.318218,-5.9989386,-2.0379953,-18.140112,-10.688309,-2.6116343,-8.484065,-16.763988,-1
 on,2221.18,2221.64,0.46,0.06639503,0.206217448,-287.0982,106.97483,42.74116,-22.930162,-32.980366,-6.451857,-7.2342734,0.54615074,-6.8084354,-17.443481,-9.628931,-3.6194582,-18.76633,-1
 my,2221.64,2221.9,0.26,0.10695232,0.054470486,-219.74039,156.9984,-33.32525,-20.815948,4.3971896,-7.394666,-14.447283,3.3282416,-29.158333,-7.8935504,-1.0827192,-4.42743,-11.412296,-1
 behalf,2221.9,2222.4,0.5,0.08199634,0.081634521,-217.76659,134.29745,-31.97741,2.1716194,-13.118298,-10.945227,-3.5485213,2.682645,-13.769926,-11.633452,-10.362942,1.0590014,-13.609888,-1
 order,2222.4,2223.44,1.04,0.07275984,0.221147017,-343.10016,85.096504,14.525221,-10.834152,-24.575724,-9.728713,-8.371228,-9.377844,-13.471586,-6.0059524,-4.826043,-3.6659422,-3.9245198,-1
 for,2223.44,2223.78,0.34,0.13255046,0.186479048,-157.45837,100.82,1.6620411,-5.100668,-12.993598,-9.301992,-17.694412,-6.6902447,-18.364908,-2.811104,-7.3428483,-13.621249,-8.240747,-1
 me,2223.78,2224.1,0.32,0.07995746,0.059259588,-249.9023,83.98714,9.143246,61.413864,-24.928469,-16.596495,-8.727829,6.055562,-32.07164,-25.610645,-5.340386,-14.80843,-19.500086,-1
 at,2224.1,2224.52,0.42,0.08607571,0.13344029,-205.44334,96.907616,-16.348806,-4.7981935,-3.578547,-13.256076,-25.221754,10.246181,-31.537296,1.0619342,-9.354607,-22.057537,-14.696103,-1
 a,2224.52,2224.76,0.24,0.10898987,0.089599609,-162.27124,53.09024,-13.256363,55.702114,-7.469244,-15.564784,-26.887833,6.881999,-30.85955,-34.877083,4.142253,-19.083254,-13.117973,-1
 restaurant,2224.76,2225.62,0.86,0.07813892,0.16567202,-220.5411,104.32032,-16.643118,0.41110724,5.8018436,-6.048892,-4.3073907,-7.344987,-15.570375,-7.493009,-0.054526664,-13.504821,-11.249062,-1
 the,2225.62,2226.26,0.64,0.03272858,0.186151414,-348.1014,78.838,-4.4517336,3.4518974,-6.521862,3.3052769,-0.6998125,-8.257052,-15.005141,-4.9448943,-3.640317,-1.0128969,-7.068857,-1
 moment,2226.26,2226.76,0.5,0.16855897,0.057250977,-189.00159,105.36821,12.898173,-12.532148,-40.95903,-7.0498695,-16.290447,3.313118,-31.328121,-23.194054,6.8455467,-26.821388,-12.47688,-1
 I,2226.76,2227.12,0.36,0.113568515,0.107340495,-145.0742,101.63046,-7.0982814,-10.866277,1.1119231,-6.674186,-22.960295,0.9780604,-15.875913,-4.8030705,6.429732,-14.857821,-6.7136045,-1
 came,2227.12,2227.38,0.26,0.0781245,0.108235677,-203.07697,73.578476,-7.4207816,48.721252,-6.812094,-4.500727,-13.343257,2.9279635,-15.131453,-22.714712,1.0537713,-12.577717,-2.1132832,-1
 home,2227.38,2227.74,0.36,0.09897382,0.060913086,-239.04008,141.6064,6.284572,1.7099968,-27.775835,-11.602077,-15.668431,15.656364,-16.150879,-21.253101,11.380704,-13.327941,-15.871006,-1
 from,2227.74,2228.08,0.34,0.045695685,0.200106534,-244.4747,96.10782,28.629951,-12.769695,-18.103271,-19.258955,-8.955066,9.549483,-20.693565,-5.8599854,1.4630063,-15.13065,-14.450329,-1
 that,2228.08,2228.36,0.28,0.09040649,0.054958767,-216.57704,148.62926,-26.139404,-28.011345,-1.0783638,-7.751382,-20.28918,4.5763893,-23.554548,-1.247985,6.291079,-29.236118,-16.924276,-1
 course,2228.36,2228.74,0.38,0.090805925,0.102661133,-299.27737,128.61821,4.006516,-9.849198,-44.583572,-10.220151,-2.847656,5.283274,-23.376595,1.0818415,-14.390537,-2.887667,-12.845809,-1
 on,2228.74,2229.2,0.46,0.036577653,0.32828776,-259.47867,57.19437,59.524353,-3.6825686,-18.67597,14.379713,4.9007397,-3.7144065,-3.367468,-8.157883,-3.8512523,3.2152154,-9.944829,-1
 the,2229.2,2229.36,0.16,0.09250045,0.034667969,-216.47487,146.43135,4.0311804,-6.9133344,-9.100831,2.2052426,-8.308761,-12.990075,-36.005337,-12.497571,-0.12552822,-10.483047,-7.0560474,-1
 fourth,2229.36,2229.8,0.44,0.107838996,0.198521205,-224.7519,96.77724,28.138498,0.3322228,-36.81333,-22.63413,-5.8549356,-12.207487,-8.023737,-1.037741,-8.734239,-3.0891614,-8.603014,-1
 of,2229.8,2230.64,0.84,0.017948829,0.317346644,-389.992,49.53002,6.3451347,-0.41576597,-7.918747,-0.20088083,1.3164277,-0.17576532,-5.247874,-3.2219656,-4.7615047,-0.56364167,-4.48518,-1
 May,2230.64,2230.98,0.34,0.1435624,0.046608665,-186.04955,96.86929,-16.033728,30.894007,-4.8546185,-25.276842,-29.263525,1.3832498,-25.727129,-16.611132,-3.5670295,-13.803593,-6.7682467,-1
2000,2230.98,2231.76,0.78,0.08671727,0.172011719,-227.99896,80.992935,4.1517906,12.9705715,-11.563184,-6.4911656,-15.922377,-2.285528,-22.913307,-11.067126,-4.7870016,-13.504498,-18.889872,-1
 I,2231.76,2233.2,1.44,0.030596139,0.186746349,-411.44315,69.0417,6.0098605,11.1094675,-1.3231497,6.347186,-5.316613,1.377651,-7.3423476,0.54607725,-0.13771178,-6.7733583,-6.805579,-1
 explained,2233.2,2233.86,0.66,0.12371024,0.12516276,-155.52502,65.782234,-8.646541,29.273132,-8.560267,-12.412373,-22.452475,2.2659972,-20.730215,-13.561288,-7.282084,-9.340275,-6.353685,-1
 to,2233.86,2234.2,0.34,0.06854093,0.090553977,-232.18077,83.577446,7.392563,32.04594,-2.2775621,-6.9550095,-3.527292,-10.281163,-25.008837,-7.121903,-13.077638,-16.781342,-12.147727,-1
 her,2234.2,2234.54,0.34,0.19468145,0.045276989,-183.67978,146.76704,-31.646666,-12.018753,3.9930131,-12.903452,-25.19895,-23.047241,-25.495605,-14.163116,11.148034,-8.918227,-12.780244,-1
 thank,2234.54,2236.08,1.54,0.019758994,0.239746094,-431.74475,56.33464,0.11692845,6.0915627,1.3867213,1.0577364,-6.196771,0.8599456,-4.0971184,2.4562285,-3.8801432,-3.450862,-2.7854674,-1
 you,2236.08,2236.38,0.3,0.08703344,0.115136719,-209.7811,57.041313,-12.499507,37.677246,-13.628199,1.2501688,-17.771885,3.0438733,-26.493835,-11.189253,-6.527639,-16.934238,-14.361109,-1
 for,2236.38,2236.72,0.34,0.11312979,0.211558949,-181.08846,101.49358,27.24634,-2.1333,-38.88907,-25.148573,-15.859559,-15.059092,-15.946407,-3.8016174,-10.635261,-6.493353,-14.79804,-1
 everything,2236.72,2237.78,1.06,0.055620074,0.14618279,-356.99918,82.52665,0.283386,7.161395,-6.1306086,-15.724807,-9.3739195,0.11960257,-6.3229065,-6.721322,1.4294707,-5.2267857,-4.6793156,-1
 that,2237.78,2238.24,0.46,0.077187054,0.117545573,-224.27849,81.01345,1.985423,30.692814,7.337563,-25.514378,-33.68825,1.8451116,-26.84399,-19.97315,-6.615929,-15.552271,-8.324501,-1
 you,2238.24,2238.4,0.16,0.03651865,0.116373698,-290.90976,36.449284,19.953165,57.46108,-2.2181418,-14.974557,-7.327371,-12.127228,-23.713045,-16.035067,-10.140687,-13.03914,-19.631685,-1
 have,2238.4,2238.62,0.22,0.07254256,0.040457589,-240.9842,160.46056,-11.662224,-15.982425,2.947235,-2.0264766,-14.981179,-21.56448,-34.200954,-7.448662,0.82329,-10.330026,-17.058157,-1
 done,2238.62,2238.96,0.34,0.101084806,0.097789418,-219.32721,77.298805,-13.616314,14.960531,6.9414043,-6.049512,-19.957775,-11.443508,-17.088818,3.8027296,-4.8800993,-7.8295856,-15.174213,-1
 thank,2238.96,2239.74,0.78,0.0546256,0.168164063,-285.82236,71.50689,-26.02573,9.290201,13.23049,-2.1715286,-20.858938,-0.31698912,-3.3701963,2.2327316,2.101638,-17.574114,-4.8939977,-1
 you,2239.74,2239.98,0.24,0.07664822,0.087158203,-181.8124,82.50224,-25.839298,50.54888,-4.0780044,-12.80541,-16.577246,11.311913,-13.535146,-15.916141,-6.4375186,-13.691668,-19.273539,-1
 for,2239.98,2240.22,0.24,0.08031102,0.198913574,-162.83858,99.07246,-4.1939664,-8.069254,-1.5427222,-21.272503,-2.0122366,-2.859733,-14.031359,-12.927967,-11.893087,-8.981591,-7.4931655,-1
 all,2240.22,2240.52,0.3,0.19294633,0.045800781,-268.09894,162.06528,24.97189,-7.0339065,-45.936615,-37.52006,-18.477346,-15.568812,-18.02536,-6.378009,-3.172668,-6.12094,-13.316872,-1
 the,2240.52,2240.7,0.18,0.09555871,0.143147786,-160.78267,108.11576,13.663758,-13.766197,-23.285238,1.2024868,-12.719441,-18.177385,-32.365524,-7.38496,4.159518,-19.030775,-10.677582,-1
 support,2240.7,2241.16,0.46,0.070368886,0.182421875,-285.69815,93.523285,17.802002,13.687597,-26.021217,-1.4863343,0.100718886,-9.639758,-10.497198,-3.2767792,-12.929708,-6.7555447,-11.081236,-1
 that,2241.16,2241.44,0.28,0.043196138,0.115451389,-307.87292,103.17526,14.090234,22.427383,-4.3413677,-1.5297567,-12.438301,-3.8871465,-21.902792,-8.08202,-13.662073,-11.371321,-4.002117,-1
 you've,2241.44,2241.72,0.28,0.057112906,0.076171875,-308.08075,86.11844,-16.866402,64.5588,10.392348,-1.5020337,-15.61976,-13.0457,-18.461447,-16.418419,-12.975787,-11.531227,-30.108398,-1
 given,2241.72,2241.94,0.22,0.11977755,0.095284598,-191.79173,79.70026,-19.825533,39.554737,5.05125,-13.823332,-25.44018,-2.4418905,-22.299292,-18.471104,-10.752509,-22.641373,-8.424638,-1
 me,2241.94,2242.22,0.28,0.05542466,0.041341146,-289.28394,106.22879,-7.3243313,51.607895,0.92352897,-14.207343,-19.834047,-0.09766939,-27.591085,-21.748968,1.2466427,-13.218793,-21.435623,-1
 over,2242.22,2242.54,0.32,0.086987205,0.047718395,-230.79375,139.84946,22.067076,-6.905989,-30.617891,-9.899657,-11.925251,-7.4880276,-29.670805,-14.584809,-14.495056,-14.575064,-14.399139,-1
 the,2242.54,2242.72,0.18,0.064419575,0.029947917,-224.07251,100.66944,-0.35566926,47.285503,3.3156662,6.9360867,-20.967289,-6.8079605,-25.97301,-18.019981,-1.4363807,-25.333097,-13.462124,-1
 years,2242.72,2243.12,0.4,0.105677776,0.041691707,-209.34544,61.48605,-9.062629,57.776314,0.20394076,-1.95833,-34.464527,-0.091135256,-16.964867,-29.226128,3.5157351,-21.213804,-18.15196,-1
 but,2243.12,2243.78,0.66,0.03261924,0.256905692,-371.54266,48.483604,16.005798,11.97751,4.853417,12.58752,-8.562853,-3.5918343,-5.4875655,-0.5083467,-2.6361535,0.7529334,-7.9148307,-1
 please,2243.78,2244.28,0.5,0.0896788,0.114562988,-210.3603,65.71762,-6.1315403,63.825024,-9.583338,-8.660689,-2.166327,-0.14852619,-24.989336,-5.2982874,-4.66488,-13.245487,-15.635725,-1
 from,2244.28,2244.66,0.38,0.07948539,0.293172201,-174.97865,37.412487,20.94124,27.79415,-2.31428,-9.673836,-1.1322399,0.30043992,-15.761566,-8.823805,-10.352767,-4.1228595,-7.3086777,-1
 now,2244.66,2244.98,0.32,0.13046716,0.060058594,-197.5416,137.23187,-20.098616,-34.520733,-9.830703,-21.632957,-7.520943,4.349688,-36.944946,1.6971322,3.9510484,-19.938362,-12.590423,-1
 on,2244.98,2245.14,0.16,0.1700923,0.048990885,-237.74965,150.23827,37.27711,-17.162859,-39.28886,-45.107014,-22.116018,-21.244272,-3.2302523,-1.2560558,1.0382978,-2.3290274,-9.125298,-1
 I,2245.14,2245.88,0.74,0.09406012,0.135294596,-282.85898,109.70272,-29.287924,-20.583357,-16.517317,1.228446,-1.8699595,-0.6223855,-15.709347,-1.8640531,-5.537483,-3.6052713,-12.698907,-1
 must,2245.88,2246.56,0.68,0.090444066,0.063698509,-244.36191,98.503654,5.237304,28.127031,-9.773273,-7.7961116,-16.764528,14.052145,-34.44765,-19.58094,7.702164,-28.410223,-12.331232,-1
 accept,2246.56,2248.12,1.56,0.03227267,0.280612245,-345.55368,44.400345,14.4784775,6.211158,16.40252,4.9432387,-9.881373,6.5077634,-3.713398,4.3552356,-5.4475484,-3.1332724,-2.0664327,-1
 responsibility,2248.12,2249.08,0.96,0.054689884,0.173639113,-286.09525,91.85334,12.319294,7.0828176,2.313553,1.2474698,-13.248457,-4.464293,-12.910151,-9.95883,-2.206248,-7.9586425,-14.53269,-1
 for,2249.08,2250.16,1.08,0.04018274,0.178581687,-337.40585,68.123474,3.680807,23.260782,-0.40270355,-11.09022,-9.638618,-6.368087,-16.521587,-3.4687514,-5.0850906,-10.150377,-9.26289,-1
 every,2250.16,2250.86,0.7,0.08607069,0.079256925,-253.32153,110.682304,-11.576404,-7.5402527,-10.382671,-18.574081,-16.165947,-0.7663526,-20.663227,-7.707848,-2.0481417,-5.660252,-4.747841,-1
 speaking,2250.86,2251.74,0.88,0.045830604,0.191545759,-313.0544,50.75336,12.137125,54.541023,-3.3750038,-2.2064378,-9.025752,5.874849,-19.661367,-9.698814,-4.4953337,-11.419082,-12.932729,-1
 situation,2251.74,2252.58,0.84,0.0725087,0.178041811,-294.25153,85.2989,8.896831,25.235872,5.235966,-12.12014,-10.370601,-1.612295,-18.216753,-7.29199,-6.671638,-9.589939,-8.702285,-1
 that,2252.58,2253.2,0.62,0.0998177,0.121386719,-199.8052,73.89364,-15.304814,43.034603,4.4299445,-16.232014,-17.29243,-5.2144365,-22.040892,-6.519573,-6.661956,-20.567936,-9.097548,-1
 I,2253.2,2253.46,0.26,0.1334213,0.110514323,-175.53174,119.89689,-54.41687,-25.630573,-3.5019841,-11.177959,-25.751019,-5.386249,-16.54351,10.137861,-3.342639,-11.185354,-14.610969,-1
 have,2253.46,2253.76,0.3,0.08554597,0.117382813,-158.04459,123.433044,-55.842907,-22.723488,-2.5180032,-13.445256,-11.2807865,4.9044123,-16.409569,1.492588,-7.5430436,-4.6949916,-20.917591,-1
 to,2253.76,2253.96,0.2,0.026439834,0.226004464,-252.4047,27.095858,-9.021993,40.652485,1.495181,-12.365903,7.3140283,-13.335569,-8.926967,-4.2585707,-13.689804,-0.23569584,-8.949289,-1
 perform,2253.96,2254.5,0.54,0.07631651,0.16785386,-259.7772,123.499954,33.37298,-2.8844554,-25.394585,-19.855825,-9.94941,-20.172552,-10.719431,-13.718213,-5.379325,-4.416516,-11.630032,-1
 if,2254.5,2256.02,1.52,0.02519329,0.18081665,-430.49023,71.35908,7.889087,16.918768,1.0630959,-1.6725587,-8.487548,-1.1292584,-7.0551286,-3.6732242,-3.322142,-4.3068132,-5.7203116,-1
 I,2256.02,2256.22,0.2,0.10806135,0.095493862,-131.57787,144.6823,-33.07388,-18.983227,-9.215027,-11.722244,-7.5362616,-6.337333,-10.562799,1.7758253,-10.940928,6.129812,-13.492606,-1
 hadn't,2256.22,2256.64,0.42,0.09035503,0.110456194,-200.23856,103.58787,-13.584941,-21.006968,-7.1843452,6.125544,-16.831423,7.6973014,-21.710127,-0.80744636,1.983743,-11.707263,-18.616596,-1
 explained,2256.64,2257.18,0.54,0.11268106,0.184484145,-218.52174,60.27939,-6.995631,14.174619,6.841027,-13.281077,-21.779985,-4.724646,-21.704987,-14.106353,-4.3480134,-8.520254,-5.0348287,-1
 she,2257.18,2258.72,1.54,0.025457056,0.162846779,-396.68527,54.70628,3.3319798,43.06972,4.3443775,-2.5364566,-1.4141322,-1.5791708,-8.937645,-0.5432069,-4.2763166,-3.9900148,-8.7238,-1
 may,2258.72,2259,0.28,0.14910944,0.050998264,-187.09917,103.33193,-26.94396,40.478104,-0.6122872,-35.79191,-24.24671,1.3211081,-29.426962,-12.889341,-4.9161134,-10.008066,-5.5384045,-1
 have,2259,2259.48,0.48,0.1207138,0.100738525,-146.22615,101.52855,-35.14405,-7.2847886,-0.62934685,-21.418867,-15.65037,-6.2831697,-11.901569,-8.943518,5.061423,-9.317237,-11.863859,-1
 felt,2259.48,2260.68,1.2,0.039762095,0.233141447,-377.905,58.8311,-2.7108707,7.812406,3.3636081,-0.54786974,-3.204354,-6.6675506,-2.278664,0.43682912,-1.6974605,-4.9914565,-3.331115,-1
 a,2260.68,2260.92,0.24,0.10915734,0.108703613,-150.40291,113.53416,-0.6327014,-5.0411205,-19.846306,-8.762286,-6.1879315,-17.72702,-30.542278,-8.950235,-9.167705,-7.965177,-8.473272,-1
 little,2260.92,2261.16,0.24,0.1108056,0.090881348,-169.21379,114.42471,-7.924114,6.3642488,-8.001689,-6.0919294,-20.76933,-12.124348,-33.83293,-16.300957,-7.5789537,-24.42644,-2.6142232,-1
 redundant,2261.16,2262.34,1.18,0.081630714,0.078204181,-297.83975,116.276184,-3.251453,5.3985868,-3.8549578,-10.783008,-12.902734,-9.036888,-16.55156,-8.144288,-6.376245,-15.703564,-8.713162,-1
 she,2262.34,2263.24,0.9,0.042925555,0.197972791,-282.47726,16.196114,-8.351429,55.242977,3.238944,3.1519978,-5.273177,1.9661238,-11.570844,-2.5427501,-4.8850083,-5.614394,-0.30725965,-1
 was,2263.24,2263.82,0.58,0.07117557,0.05859375,-308.81097,112.658104,8.6162,43.514156,-30.269972,-26.050335,-2.961209,-4.9953694,-16.899717,-19.407925,-2.608685,-11.493907,-19.877295,-1
 so,2263.82,2264.74,0.92,0.063536465,0.395575162,-303.5472,34.617977,14.066193,7.3265386,-14.489838,-11.850428,0.08223133,-21.175768,-7.0610027,-4.4065313,-10.408054,-6.516784,-4.875475,-1
 so,2264.74,2265.46,0.72,0.040848847,0.25335428,-374.69217,72.74612,19.341394,-1.8532952,-15.7082205,-2.510549,-5.329586,-8.96971,-9.129595,-9.485887,-6.784632,-1.4515074,-11.854761,-1
 understanding,2265.46,2266.2,0.74,0.09781965,0.164815267,-211.89087,117.22463,-11.4641485,-11.586129,-2.2312546,-10.553294,-14.901473,-9.425707,-22.03327,4.888246,-8.48614,-12.539676,-11.993413,-1
 we,2266.2,2266.58,0.38,0.047127057,0.03527832,-312.31955,127.04563,-0.83773357,54.2954,13.391578,-26.54412,-8.895688,8.930726,-27.673346,-19.762852,-3.5887392,-17.084826,-17.732294,-1
 have,2266.58,2266.86,0.28,0.06868259,0.062717014,-204.70076,131.08401,-29.930647,-6.0821996,14.023853,-19.88639,-5.9403977,3.6332054,-13.438873,-6.256914,-0.80431664,-17.607782,-13.371296,-1
 a,2266.86,2267.04,0.18,0.072912864,0.051350911,-266.49866,187.89355,23.30219,-21.08631,-39.95432,-19.861788,-6.998003,7.970961,-19.483114,-15.103589,-9.680711,-11.893872,-8.13445,-1
 wonderful,2267.04,2267.66,0.62,0.07373269,0.135131836,-244.56404,128.03177,7.9633765,-9.032098,-11.698582,-11.966929,-15.657335,-2.3466492,-32.007767,-5.379142,-1.8791411,-12.887522,-13.495134,-1
 wonderful,2267.66,2268.56,0.9,0.053312205,0.098784348,-351.56128,117.746445,7.2340407,-0.1938879,-15.119737,-14.578297,-1.6273103,-0.5710815,-17.352978,-6.6631045,-2.4519014,-8.920586,-13.5766945,-1
 relationship,2268.56,2269.82,1.26,0.047544938,0.159204102,-284.32892,97.456375,0.13190356,24.3055,2.4195132,-9.995447,-9.036744,-3.196823,-22.510546,-9.638011,-9.28853,-11.570514,-12.640191,-1
 but,2269.82,2271.82,2,0.01615991,0.255037822,-434.94836,45.799786,-3.4098525,14.198069,-2.0618277,1.6280668,-6.377035,1.547342,-8.156236,-2.5571969,-0.89753133,-0.86621636,-3.9980385,-1
 I,2271.82,2272.02,0.2,0.15758702,0.067592076,-134.54163,124.21686,-50.781628,-30.27162,-7.813289,-20.30546,-24.360462,9.619494,-19.611723,4.8559036,9.77221,-5.2003427,-14.922625,-1
 have,2272.02,2272.26,0.24,0.1251437,0.098999023,-103.2865,88.52492,-40.069344,-33.397945,0.7262268,-4.634731,-0.89887214,6.413477,-7.5624123,6.547914,-2.4814203,-12.879533,-7.374744,-1
 seen,2272.26,2272.72,0.46,0.0876532,0.249869792,-171.86224,18.279951,41.651855,50.989452,-8.003544,-5.566575,1.942059,5.463326,-13.130635,-0.9080667,2.0375547,-1.479163,-1.742154,-1
 people,2272.72,2273.78,1.06,0.035428297,0.144430722,-392.8298,77.28371,10.290147,30.287191,6.1726494,-1.7473857,-6.486431,1.4446838,-11.429683,-3.6398456,-1.6148033,-9.165459,-9.31054,-1
 change,2273.78,2275.16,1.38,0.04117497,0.184303977,-387.6924,64.15118,5.4067984,16.828638,-14.608479,-10.959753,-9.066608,2.1428351,-8.527421,-1.1528578,-1.1734372,-7.0313215,-3.3472939,-1
 and,2275.16,2276.44,1.28,0.026675774,0.189000572,-407.2917,60.119034,0.32233188,33.889103,-0.84223926,-1.6466771,-6.055554,1.7639698,-12.228219,-2.998607,-5.270531,-7.2816477,-7.14354,-1
 have,2276.44,2276.64,0.2,0.11163274,0.077218192,-123.48286,128.56508,-37.990765,-37.364285,1.1754973,-9.408095,-15.018271,3.110043,-16.20331,4.111646,-2.709825,-10.136373,-13.375602,-1
 problems,2276.64,2277.12,0.48,0.09811995,0.070037842,-235.53632,143.10156,-8.4475975,-0.4058783,-22.391348,-13.594102,-4.7440195,-4.5681195,-20.243685,-15.607403,-6.606867,-6.293545,-12.282245,-1
 with,2277.12,2277.54,0.42,0.09073752,0.109375,-244.5988,87.28771,17.702707,31.722933,-4.837502,4.6817756,2.9529858,-12.738142,-19.051575,-13.040326,-8.941583,-14.460263,-16.452002,-1
 their,2277.54,2278.04,0.5,0.054179043,0.076202393,-249.4886,112.83189,-18.607939,11.788416,22.463001,-28.356249,-21.654003,-1.756638,-12.278343,1.3708373,-8.558632,-11.955054,-4.957796,-1
 relationships,2278.04,2278.9,0.86,0.047946412,0.121545862,-286.0437,100.46797,-10.043299,39.97054,17.689907,-16.1353,-23.993961,2.3070636,-18.60075,-10.546382,-9.885704,-9.22914,-12.007306,-1
 because,2278.9,2281.64,2.74,0.010775134,0.247797057,-427.19812,37.13705,4.2838945,18.703156,-4.4947715,9.581364,-5.0127544,5.6620502,-13.037832,0.97427183,-4.697352,-2.8385983,-5.926889,-1
 change,2281.64,2282.26,0.62,0.09435165,0.366333008,-141.35396,-33.80854,7.796216,43.80535,-34.77349,-3.9705176,-2.766358,-0.44401836,-14.740774,-12.734479,-5.653023,-6.2464905,4.4900227,-1
 changes,2282.26,2282.96,0.7,0.079239905,0.302667791,-191.59996,-53.66981,10.384147,51.343334,-37.9643,-1.6501663,-4.9126525,-10.053773,-21.385527,-10.902706,-6.2615857,-8.763404,-6.3606997,-1
 everything,2282.96,2283.56,0.6,0.04180345,0.299907484,-182.1876,13.983808,-21.722193,27.946087,-18.100582,-13.917567,-27.195745,2.1421103,-3.5735004,-15.978539,-9.53866,-3.2417457,-3.6266227,-1
 you're,2283.56,2285.72,2.16,0.04507503,0.107199276,-354.5657,77.31525,8.626989,13.15907,-9.200778,0.7020593,-12.7142725,2.820143,-21.056429,-8.212864,3.4444332,-7.93414,-17.602957,-1
 not,2285.72,2286.04,0.32,0.13012616,0.053267045,-207.69847,133.23903,-6.9761353,-6.5764937,-33.177036,-11.063716,5.1741304,-7.6158113,-23.640394,-12.971946,-6.495905,-4.4374046,-23.762823,-1
 the,2286.04,2286.5,0.46,0.0333521,0.258723958,-382.88025,62.115562,-0.797378,4.8315287,-2.5160758,-3.855926,-10.517575,-8.538786,-12.057078,-6.789152,-4.478631,-9.82587,-12.110571,-1
 person,2286.5,2287.08,0.58,0.05935184,0.220703125,-248.51228,68.99946,-4.507431,6.896367,3.4549286,2.8973942,-6.863127,-7.3850813,-8.90763,3.6870885,-1.6850386,-3.8776186,-15.816536,-1
